id,location,group,area,price,over-valued,under-valued,normal
637740,nagueles,apartments,112.0,272000,0,0,1
637878,nagueles,apartments,92.0,244000,0,1,0
638010,nagueles,apartments,180.0,483000,0,0,1
638047,nagueles,apartments,120.0,275000,0,1,0
638066,nagueles,apartments,152.0,445000,0,0,1
638128,nagueles,apartments,285.0,750000,0,0,1
638173,nagueles,apartments,95.0,265000,0,0,1
638244,nagueles,houses,290.0,595000,0,0,1
638323,nagueles,apartments,110.0,339000,0,0,1
638456,nagueles,apartments,347.0,499000,0,0,1
638541,nagueles,houses,275.0,1950000,0,0,1
638641,nagueles,houses,115.0,340000,0,0,1
638644,nagueles,apartments,65.0,202500,0,0,1
638683,nagueles,apartments,130.0,450000,0,0,1
638919,nagueles,houses,350.0,1995000,1,0,0
639124,nagueles,houses,300.0,490000,0,0,1
639346,nagueles,houses,350.0,590000,0,1,0
639365,nagueles,houses,115.0,235000,0,1,0
639409,nagueles,houses,450.0,2510000,1,0,0
639425,nagueles,apartments,115.0,360000,0,0,1
639453,nagueles,apartments,112.0,365000,0,0,1
639550,nagueles,houses,470.0,2200000,1,0,0
639774,nagueles,apartments,80.0,245000,0,0,1
640049,nagueles,houses,1500.0,2100000,0,0,1
640303,nagueles,apartments,114.0,430000,1,0,0
640458,nagueles,apartments,110.0,380000,0,0,1
640504,nagueles,apartments,80.0,186000,0,0,1
640576,nagueles,houses,509.0,1700000,0,0,1
640610,nagueles,apartments,185.0,450000,0,0,1
640625,nagueles,apartments,150.0,380000,0,0,1
640647,nagueles,houses,230.0,499000,0,0,1
640723,nagueles,apartments,110.0,265000,0,0,1
640785,nagueles,apartments,120.0,350000,0,0,1
641065,nagueles,apartments,96.0,199000,0,1,0
641261,nagueles,apartments,42.0,219900,0,0,1
641465,nagueles,apartments,85.0,299000,0,0,1
641468,nagueles,houses,367.0,495000,0,0,1
641528,nagueles,apartments,118.0,290000,0,0,1
641606,nagueles,houses,145.0,380000,0,0,1
641726,nagueles,houses,450.0,1325000,0,1,0
641757,nagueles,apartments,150.0,370000,0,0,1
641764,nagueles,apartments,90.0,244000,0,0,1
641812,nagueles,apartments,173.0,860000,1,0,0
641848,nagueles,apartments,94.0,350000,0,0,1
641888,nagueles,apartments,57.0,180000,0,0,1
641944,nagueles,houses,300.0,545000,0,0,1
641986,nagueles,houses,603.0,890000,0,0,1
642129,nagueles,apartments,70.0,195000,0,0,1
642130,nagueles,apartments,97.0,313000,0,0,1
642723,nagueles,houses,170.0,660000,1,0,0
642852,nagueles,houses,1900.0,5500000,0,0,1
642866,nagueles,apartments,170.0,1350000,1,0,0
642930,nagueles,apartments,166.0,315000,0,0,1
642936,nagueles,houses,500.0,1750000,0,0,1
643113,nagueles,houses,517.0,1275000,0,0,1
643205,nagueles,houses,250.0,530000,0,0,1
643237,nagueles,houses,200.0,500000,0,0,1
643275,nagueles,houses,300.0,850000,1,0,0
643380,nagueles,houses,180.0,325000,0,0,1
643730,nagueles,apartments,100.0,260000,1,0,0
644044,nagueles,apartments,100.0,545000,1,0,0
644162,nagueles,apartments,270.0,550000,0,0,1
644233,nagueles,houses,343.0,615000,0,0,1
644352,nagueles,apartments,109.0,265000,0,0,1
644367,nagueles,houses,810.0,3995000,0,0,1
644668,nagueles,houses,672.0,4500000,0,0,1
644810,nagueles,apartments,85.0,220000,0,0,1
645238,nagueles,houses,707.0,1850000,0,0,1
645356,nagueles,apartments,120.0,210000,0,1,0
645392,nagueles,houses,347.0,680000,1,0,0
645521,nagueles,apartments,163.0,695000,0,0,1
645523,nagueles,houses,240.0,495000,0,0,1
645528,nagueles,apartments,116.0,512000,1,0,0
645815,nagueles,apartments,450.0,1800000,0,0,1
645855,nagueles,houses,154.0,315000,0,0,1
645903,nagueles,apartments,113.0,262500,0,0,1
645914,nagueles,houses,300.0,535000,0,0,1
646297,nagueles,apartments,160.0,495000,0,1,0
646325,nagueles,apartments,150.0,500000,0,0,1
646357,nagueles,apartments,253.0,1550000,1,0,0
646548,nagueles,houses,330.0,450000,0,1,0
646600,nagueles,apartments,51.0,197000,0,0,1
646709,nagueles,apartments,102.0,329000,0,0,1
646770,nagueles,houses,600.0,3700000,1,0,0
646818,nagueles,apartments,180.0,369000,0,1,0
647119,nagueles,houses,300.0,430000,0,0,1
647175,nagueles,houses,240.0,520000,0,0,1
647215,nagueles,houses,434.0,1595000,0,0,1
647467,nagueles,apartments,110.0,230000,0,1,0
647870,golden mile,houses,161.0,2235000,1,0,0
648506,nagueles,houses,242.0,499950,0,0,1
650735,nagueles,houses,160.0,318000,0,0,1
650782,nagueles,apartments,62.0,220000,0,0,1
650791,nagueles,houses,150.0,490000,1,0,0
650818,nagueles,apartments,112.0,269000,0,0,1
650833,nagueles,apartments,180.0,625000,0,0,1
650909,nagueles,apartments,113.0,255000,0,0,1
650927,nagueles,houses,190.0,504000,0,0,1
650928,nagueles,houses,320.0,1400000,0,0,1
673920,nagueles,houses,317.0,595000,0,0,1
684731,nagueles,apartments,112.0,272000,0,0,1
685282,quinta da marinha,houses,836.0,0,0,1,0
705091,nagueles,houses,297.0,495000,0,0,1
707834,nagueles,houses,297.0,495000,0,0,1
708520,nagueles,houses,450.0,1250000,0,1,0
708530,golden mile,apartments,97.0,450000,1,0,0
708534,golden mile,apartments,97.0,450000,1,0,0
714493,golden mile,apartments,220.0,749000,0,0,1
714509,quinta da marinha,plots,2996.0,3000000,0,0,1
716745,quinta da marinha,houses,258.68,0,0,1,0
716821,golden mile,apartments,140.0,749000,0,0,1
716837,golden mile,apartments,140.0,749000,0,0,1
716914,golden mile,apartments,185.0,975000,0,0,1
718150,nagueles,apartments,288.0,1950000,1,0,0
718248,nagueles,apartments,280.0,1590000,0,0,1
718283,nagueles,apartments,280.0,1390000,0,0,1
718304,nagueles,houses,360.0,1490000,0,0,1
718349,nagueles,houses,320.0,1250000,0,0,1
718367,nagueles,houses,308.0,1390000,1,0,0
718378,nagueles,houses,629.0,1360000,0,0,1
718380,nagueles,houses,398.0,1350000,0,0,1
718391,nagueles,houses,233.0,1350000,1,0,0
718405,nagueles,houses,268.0,1300000,1,0,0
718406,nagueles,houses,236.0,1300000,1,0,0
718413,nagueles,houses,278.0,1300000,1,0,0
718552,nagueles,houses,397.0,1199000,0,0,1
718626,nagueles,houses,320.0,995000,0,1,0
718652,nagueles,apartments,290.0,990000,0,0,1
718655,nagueles,houses,365.0,986000,0,0,1
718917,nagueles,apartments,233.0,790000,0,0,1
718949,nagueles,apartments,197.0,750000,1,0,0
719016,nagueles,apartments,354.0,520000,0,0,1
719095,nagueles,apartments,174.0,750000,1,0,0
719251,nagueles,houses,290.0,545000,0,0,1
719324,nagueles,apartments,140.0,495000,1,0,0
719513,nagueles,apartments,131.0,425000,1,0,0
719583,nagueles,apartments,185.0,390000,0,0,1
719659,nagueles,apartments,115.0,365000,0,0,1
719866,nagueles,apartments,85.0,315000,0,0,1
720061,nagueles,apartments,113.0,280000,0,0,1
720135,nagueles,apartments,95.0,265000,0,0,1
720385,nagueles,apartments,140.0,235000,0,0,1
722741,nagueles,houses,181.0,315000,0,0,1
722767,nagueles,houses,210.0,550000,0,0,1
723762,nagueles,houses,206.0,495000,1,0,0
723926,golden mile,houses,317.0,0,0,1,0
724080,nagueles,apartments,206.0,595000,1,0,0
724120,nagueles,apartments,206.0,595000,1,0,0
728094,nagueles,houses,550.0,2500000,0,1,0
728291,golden mile,apartments,139.0,0,0,1,0
729891,nagueles,houses,186.0,420000,0,0,1
730801,nagueles,houses,894.0,2850000,0,0,1
732880,nagueles,houses,4903.0,32000000,1,0,0
733157,nagueles,houses,434.0,1595000,0,0,1
737438,quinta da marinha,houses,250.0,0,0,1,0
737461,golden mile,apartments,180.0,745000,0,0,1
741904,golden mile,apartments,150.0,995000,1,0,0
742403,nagueles,houses,894.0,2461000,0,0,1
743210,nagueles,apartments,150.0,475000,0,0,1
745781,nagueles,houses,300.0,510000,0,0,1
754380,golden mile,apartments,115.0,595000,0,0,1
754455,golden mile,apartments,175.0,799000,0,0,1
755389,nagueles,houses,131.0,310000,0,1,0
755393,nagueles,houses,232.0,405000,0,1,0
756544,golden mile,houses,189.0,450000,0,0,1
756565,golden mile,houses,189.0,450000,0,0,1
758052,nagueles,houses,206.0,445000,0,0,1
761422,golden mile,apartments,73.0,265000,0,0,1
761948,nagueles,apartments,83.0,272000,0,0,1
762881,nagueles,houses,844.0,2671000,0,0,1
763454,nagueles,houses,894.0,2461000,0,0,1
763500,golden mile,apartments,174.35,799000,0,0,1
765319,nagueles,houses,844.0,2671000,0,0,1
766922,nagueles,houses,894.0,2461000,0,0,1
767173,quinta da marinha,houses,220.0,0,0,1,0
768631,golden mile,houses,292.0,7290000,1,0,0
768637,golden mile,houses,292.0,8500000,1,0,0
768734,golden mile,apartments,128.0,1350000,1,0,0
782062,golden mile,houses,223.0,0,0,1,0
784108,quinta da marinha,houses,300.0,1900000,0,0,1
788305,nagueles,houses,160.0,375000,0,0,1
788392,golden mile,apartments,125.0,630000,1,0,0
788477,golden mile,houses,1240.0,4995000,1,0,0
791570,nagueles,houses,285.0,1300000,1,0,0
794980,nagueles,houses,494.0,2950000,1,0,0
795229,nagueles,houses,500.0,2300000,1,0,0
795466,nagueles,houses,494.0,2950000,1,0,0
799275,nagueles,houses,200.0,795000,1,0,0
800257,nagueles,houses,298.0,430000,0,1,0
800283,quinta da marinha,houses,802.1,6500000,0,0,1
800289,quinta da marinha,houses,603.0,4350000,0,0,1
801003,nagueles,houses,460.0,1550000,0,0,1
801889,nagueles,houses,233.0,1350000,1,0,0
804819,nagueles,houses,309.0,695000,0,0,1
806117,nagueles,houses,440.0,1695000,0,0,1
806207,nagueles,plots,1875.0,795000,0,0,1
806265,nagueles,houses,196.0,350000,0,1,0
806485,nagueles,apartments,148.0,385000,0,0,1
806659,nagueles,houses,894.0,2850000,0,0,1
806660,nagueles,houses,844.0,2671000,0,0,1
807065,nagueles,houses,261.0,540000,0,0,1
807249,nagueles,houses,300.0,510000,0,0,1
807334,nagueles,apartments,150.0,463000,0,0,1
807674,nagueles,houses,181.0,315000,0,0,1
807794,nagueles,apartments,112.0,272000,0,0,1
807968,nagueles,houses,242.0,499950,0,0,1
808085,nagueles,houses,186.0,420000,0,0,1
808105,nagueles,houses,297.0,495000,0,0,1
808291,nagueles,apartments,48.0,200000,0,0,1
808622,nagueles,houses,343.0,620000,0,0,1
808892,nagueles,houses,810.0,4400000,0,0,1
809025,nagueles,apartments,127.0,665000,0,0,1
809444,nagueles,houses,672.0,4500000,0,0,1
809460,nagueles,plots,5401.0,5500000,0,0,1
809489,nagueles,houses,298.0,400000,0,1,0
809807,nagueles,apartments,85.0,220000,0,0,1
810045,nagueles,houses,207.0,399000,0,0,1
811290,nagueles,houses,707.0,1890000,0,0,1
811730,nagueles,apartments,120.0,210000,0,1,0
811886,nagueles,houses,347.0,680000,1,0,0
812068,nagueles,apartments,163.0,695000,0,0,1
812075,nagueles,houses,240.0,495000,0,0,1
812087,nagueles,apartments,116.0,400000,0,0,1
812227,nagueles,apartments,114.0,272000,0,0,1
812242,nagueles,apartments,450.0,1800000,0,0,1
812282,nagueles,houses,210.0,550000,0,0,1
812702,nagueles,apartments,285.0,750000,0,0,1
812733,nagueles,apartments,347.0,499000,0,0,1
813044,nagueles,houses,300.0,1250000,1,0,0
813288,nagueles,apartments,60.0,190000,0,0,1
813336,nagueles,houses,400.0,2500000,1,0,0
813893,nagueles,houses,202.0,425000,0,0,1
814230,nagueles,houses,154.0,315000,0,0,1
814442,nagueles,houses,149.0,385000,0,0,1
814629,nagueles,apartments,85.0,360000,1,0,0
815001,nagueles,apartments,113.0,265000,0,0,1
815042,nagueles,apartments,160.0,495000,0,1,0
815055,nagueles,houses,450.0,1325000,0,1,0
815228,nagueles,apartments,253.0,1550000,1,0,0
815251,nagueles,houses,491.0,1450000,0,0,1
815742,nagueles,apartments,92.0,175000,0,1,0
815906,nagueles,apartments,51.0,197000,0,0,1
815948,nagueles,apartments,180.0,483000,0,0,1
816139,nagueles,apartments,102.0,317000,0,0,1
816226,nagueles,houses,600.0,3700000,1,0,0
816258,nagueles,apartments,110.0,326000,0,0,1
816330,nagueles,apartments,180.0,369000,0,1,0
816338,nagueles,houses,190.0,504000,0,0,1
816449,nagueles,houses,320.0,1400000,0,0,1
816717,nagueles,houses,300.0,430000,0,0,1
817248,nagueles,plots,5100.0,1490000,0,0,1
817308,nagueles,apartments,110.0,229000,0,1,0
817578,nagueles,houses,432.0,1100000,0,1,0
817760,nagueles,apartments,100.0,395000,1,0,0
817773,nagueles,houses,170.0,520000,0,0,1
818155,nagueles,apartments,202.0,1350000,1,0,0
818247,nagueles,apartments,200.0,294000,0,1,0
818251,nagueles,houses,320.0,1400000,0,0,1
818294,nagueles,apartments,85.0,290000,0,0,1
818348,nagueles,houses,230.0,565000,0,0,1
818423,nagueles,houses,470.0,2300000,1,0,0
819003,nagueles,apartments,152.0,445000,0,0,1
819090,nagueles,apartments,95.0,265000,0,0,1
819180,nagueles,houses,290.0,595000,0,0,1
819585,nagueles,houses,350.0,1995000,1,0,0
819625,nagueles,houses,275.0,1950000,0,0,1
819795,nagueles,houses,115.0,340000,0,0,1
819799,nagueles,apartments,65.0,202500,0,0,1
819872,nagueles,apartments,130.0,450000,0,0,1
820076,nagueles,apartments,80.0,175000,0,0,1
820392,nagueles,plots,2030.0,1690000,0,0,1
820613,nagueles,houses,350.0,590000,0,1,0
820651,nagueles,houses,115.0,235000,0,1,0
820698,nagueles,apartments,60.0,180000,0,0,1
820770,nagueles,apartments,112.0,365000,0,0,1
821439,nagueles,apartments,166.0,315000,0,0,1
821662,nagueles,apartments,85.0,195000,0,1,0
821859,nagueles,apartments,42.0,219900,0,0,1
821938,nagueles,plots,4278.0,3000000,0,0,1
822076,nagueles,apartments,90.0,259000,0,0,1
822218,nagueles,apartments,50.0,149000,0,0,1
822248,nagueles,apartments,70.0,195000,0,0,1
822905,nagueles,plots,15500.0,5500000,0,0,1
823032,nagueles,plots,1160.0,370000,0,0,1
823354,nagueles,apartments,110.0,380000,0,0,1
823430,nagueles,houses,509.0,1900000,0,0,1
823475,nagueles,apartments,185.0,525000,0,0,1
823505,nagueles,houses,230.0,499000,0,0,1
823607,nagueles,apartments,120.0,350000,0,0,1
824203,nagueles,apartments,85.0,299000,0,0,1
824281,nagueles,houses,145.0,399000,0,0,1
824355,nagueles,apartments,150.0,370000,0,0,1
824407,nagueles,houses,300.0,850000,1,0,0
824435,nagueles,apartments,94.0,350000,0,0,1
824481,nagueles,houses,603.0,890000,0,0,1
824491,nagueles,houses,300.0,545000,0,0,1
824584,nagueles,apartments,86.0,299000,0,0,1
824633,nagueles,houses,160.0,318000,0,0,1
824907,nagueles,apartments,125.0,395000,0,0,1
824972,nagueles,houses,200.0,352000,0,0,1
825064,nagueles,apartments,354.0,520000,0,0,1
825066,nagueles,apartments,100.0,260000,1,0,0
825103,nagueles,houses,150.0,490000,1,0,0
825289,nagueles,houses,590.0,1125000,0,0,1
825336,nagueles,houses,450.0,1350000,0,0,1
825616,nagueles,apartments,155.0,720000,1,0,0
825789,nagueles,apartments,140.0,309000,0,0,1
825949,nagueles,apartments,207.0,320000,0,0,1
826034,nagueles,apartments,366.0,900000,0,0,1
826146,nagueles,houses,200.0,795000,1,0,0
826172,nagueles,apartments,216.0,400000,0,0,1
826206,nagueles,houses,1055.0,1450000,0,1,0
826801,nagueles,apartments,60.0,170000,0,0,1
827463,nagueles,apartments,180.0,495000,0,0,1
827510,nagueles,apartments,107.0,360000,0,0,1
828116,nagueles,apartments,110.0,240000,0,0,1
828405,nagueles,apartments,140.0,230000,0,1,0
828698,nagueles,apartments,110.0,245000,0,0,1
828750,nagueles,houses,570.0,1200000,0,0,1
828879,nagueles,houses,132.0,348500,0,1,0
829289,nagueles,apartments,60.0,155000,0,1,0
829298,nagueles,apartments,100.0,199000,0,0,1
829342,nagueles,apartments,95.0,260000,0,0,1
829359,nagueles,houses,450.0,1000000,0,1,0
829389,nagueles,houses,187.0,350000,0,1,0
829509,nagueles,houses,350.0,1400000,0,0,1
829701,nagueles,houses,550.0,595000,0,1,0
829960,nagueles,houses,500.0,890000,0,1,0
830663,nagueles,apartments,110.0,230000,0,1,0
830882,nagueles,houses,356.0,465000,0,1,0
831129,nagueles,apartments,157.0,315000,0,1,0
831171,nagueles,apartments,145.0,499500,1,0,0
831284,nagueles,apartments,81.0,209000,0,0,1
831453,nagueles,apartments,93.0,350000,0,0,1
831581,nagueles,houses,600.0,1495000,0,1,0
832430,nagueles,apartments,100.0,210000,0,0,1
832898,nagueles,houses,200.0,415000,0,0,1
833035,nagueles,apartments,300.0,749000,0,0,1
833174,nagueles,apartments,106.0,245000,0,1,0
833176,nagueles,houses,357.0,1295000,1,0,0
833203,nagueles,houses,262.0,399000,0,0,1
833211,nagueles,apartments,135.0,265000,0,0,1
833369,nagueles,apartments,70.0,180000,0,0,1
833671,nagueles,houses,271.0,2900000,1,0,0
833705,quinta da marinha,houses,215.0,1400000,1,0,0
833707,quinta da marinha,houses,190.0,1000000,0,0,1
837694,nagueles,apartments,70.0,180000,0,0,1
837786,nagueles,apartments,135.0,265000,0,0,1
837793,nagueles,apartments,114.0,272000,0,0,1
837896,nagueles,apartments,148.0,385000,0,0,1
837929,nagueles,houses,262.0,399000,0,0,1
837949,nagueles,houses,196.0,350000,0,1,0
838060,nagueles,houses,261.0,540000,0,0,1
838119,nagueles,houses,380.0,599000,0,1,0
838198,nagueles,apartments,253.0,795000,0,1,0
838340,nagueles,houses,300.0,1250000,1,0,0
838377,nagueles,houses,440.0,1695000,0,0,1
838412,nagueles,houses,1020.0,2850000,0,0,1
838445,nagueles,houses,844.0,2671000,0,0,1
841488,golden mile,apartments,96.0,1300000,1,0,0
842579,nagueles,houses,1240.0,4995000,0,0,1
842597,golden mile,apartments,180.0,745000,0,0,1
842600,nagueles,houses,206.0,495000,1,0,0
845330,golden mile,apartments,91.0,390000,0,0,1
846401,nagueles,apartments,130.0,385000,0,0,1
848683,nagueles,apartments,100.0,225750,0,0,1
848687,nagueles,apartments,156.0,347300,0,0,1
848698,nagueles,houses,420.0,950000,0,0,1
848703,nagueles,houses,385.0,1495000,0,0,1
849545,nagueles,plots,1532.0,2850000,1,0,0
849546,nagueles,plots,1910.0,3200000,1,0,0
849631,golden mile,apartments,260.0,1800000,0,0,1
851041,nagueles,houses,470.0,2950000,1,0,0
862325,nagueles,apartments,146.0,310000,0,1,0
862669,nagueles,apartments,158.0,750000,1,0,0
862677,nagueles,apartments,160.0,450000,0,1,0
862678,nagueles,apartments,108.0,450000,1,0,0
862679,nagueles,houses,189.0,450000,0,0,1
863295,nagueles,apartments,97.0,280000,0,0,1
873477,nagueles,houses,181.0,315000,0,0,1
874408,nagueles,houses,282.0,430000,0,0,1
874409,golden mile,houses,844.0,2450000,0,0,1
874759,nagueles,houses,330.0,495000,0,1,0
890384,golden mile,apartments,107.0,690000,0,0,1
891421,nagueles,apartments,140.0,228000,0,1,0
891440,nagueles,apartments,110.0,330000,0,0,1
891450,nagueles,houses,240.0,398000,0,0,1
893043,nagueles,houses,590.0,1125000,0,0,1
893257,nagueles,houses,600.0,1495000,0,1,0
893639,nagueles,houses,187.0,350000,0,1,0
893734,nagueles,apartments,216.0,400000,0,0,1
893852,nagueles,houses,590.0,1125000,0,0,1
893860,nagueles,houses,200.0,795000,1,0,0
893875,nagueles,apartments,107.0,360000,0,0,1
894063,nagueles,apartments,115.0,319000,0,0,1
894128,nagueles,apartments,60.0,180000,0,0,1
894160,nagueles,apartments,366.0,790000,0,0,1
894346,nagueles,apartments,207.0,320000,0,0,1
894459,nagueles,houses,245.0,2000000,1,0,0
894529,nagueles,plots,1160.0,370000,0,0,1
894708,nagueles,apartments,140.0,309000,0,0,1
894733,nagueles,apartments,180.0,495000,0,0,1
894884,nagueles,plots,15500.0,5500000,0,0,1
895048,nagueles,houses,356.0,465000,0,1,0
895139,nagueles,houses,450.0,1500000,0,0,1
895290,nagueles,houses,450.0,1350000,0,0,1
895557,nagueles,apartments,174.0,550000,0,0,1
895577,nagueles,houses,200.0,415000,0,0,1
895846,nagueles,apartments,170.0,1150000,1,0,0
896069,nagueles,houses,150.0,490000,1,0,0
896133,nagueles,apartments,100.0,260000,1,0,0
896135,nagueles,apartments,354.0,520000,0,0,1
896190,nagueles,houses,163.0,235000,0,1,0
896320,nagueles,apartments,125.0,395000,0,0,1
897366,nagueles,apartments,85.0,299000,0,0,1
897410,nagueles,apartments,65.0,215000,0,0,1
897415,nagueles,houses,180.0,249000,0,0,1
897435,nagueles,houses,160.0,318000,0,0,1
897519,nagueles,apartments,200.0,810000,0,1,0
897556,nagueles,houses,315.0,1150000,1,0,0
897559,nagueles,apartments,86.0,299000,0,0,1
897569,golden mile,apartments,70.0,195000,0,1,0
897659,nagueles,apartments,173.0,799000,1,0,0
897806,nagueles,apartments,112.0,269000,0,0,1
897862,nagueles,apartments,108.0,324000,0,0,1
897912,nagueles,houses,603.0,890000,0,0,1
897988,nagueles,apartments,94.0,350000,0,0,1
898058,nagueles,houses,300.0,850000,1,0,0
898078,nagueles,apartments,173.0,860000,1,0,0
898124,nagueles,houses,619.0,2700000,1,0,0
898207,nagueles,apartments,90.0,259000,0,0,1
898224,nagueles,apartments,45.0,150000,0,0,1
898244,nagueles,apartments,150.0,370000,0,0,1
898265,nagueles,apartments,48.0,135000,0,0,1
898274,nagueles,houses,322.0,1600000,0,0,1
898388,nagueles,apartments,135.0,450000,1,0,0
898395,nagueles,apartments,85.0,195000,0,1,0
898456,nagueles,houses,145.0,399000,0,0,1
898594,nagueles,apartments,40.0,128000,0,1,0
898619,nagueles,apartments,95.0,283500,0,0,1
898620,nagueles,houses,155.0,230000,0,0,1
898644,nagueles,houses,330.0,1320000,1,0,0
898710,nagueles,apartments,120.0,350000,0,0,1
898737,nagueles,plots,4278.0,3000000,0,0,1
898791,nagueles,houses,230.0,499000,0,0,1
898819,nagueles,apartments,185.0,525000,0,0,1
899039,nagueles,houses,509.0,1700000,0,0,1
899078,nagueles,apartments,80.0,186000,0,0,1
899109,nagueles,apartments,110.0,380000,0,0,1
899124,nagueles,houses,490.0,1100000,0,1,0
899180,nagueles,apartments,85.0,299000,0,0,1
899216,golden mile,apartments,150.0,310000,0,1,0
899325,nagueles,apartments,166.0,300000,0,1,0
899459,nagueles,apartments,180.0,625000,0,0,1
899528,nagueles,apartments,140.0,550000,1,0,0
899557,nagueles,apartments,112.0,365000,0,0,1
899614,nagueles,houses,350.0,499000,0,1,0
899758,nagueles,houses,300.0,430000,0,0,1
899845,nagueles,houses,300.0,490000,0,0,1
899905,nagueles,apartments,130.0,450000,0,0,1
899937,nagueles,apartments,65.0,202500,0,0,1
899939,nagueles,houses,115.0,340000,0,0,1
900026,nagueles,houses,275.0,1950000,0,0,1
900044,nagueles,houses,350.0,1650000,1,0,0
900206,nagueles,houses,290.0,595000,0,0,1
900249,nagueles,apartments,95.0,265000,0,0,1
900296,nagueles,apartments,152.0,445000,0,0,1
900359,golden mile,houses,200.0,500000,0,0,1
900541,nagueles,houses,470.0,2300000,1,0,0
900569,nagueles,houses,230.0,565000,0,0,1
900594,nagueles,apartments,85.0,275000,0,0,1
900615,nagueles,apartments,200.0,294000,0,1,0
900617,nagueles,houses,320.0,1400000,0,0,1
900663,nagueles,apartments,202.0,1350000,1,0,0
900757,nagueles,houses,1137.0,10900000,0,0,1
900781,nagueles,houses,170.0,520000,0,0,1
900782,nagueles,apartments,100.0,395000,1,0,0
900784,nagueles,apartments,118.0,270000,0,0,1
900847,nagueles,houses,432.0,1100000,0,1,0
900998,nagueles,apartments,110.0,229000,0,1,0
901017,nagueles,plots,5100.0,1490000,0,0,1
901055,nagueles,apartments,97.0,275000,0,0,1
901084,nagueles,apartments,185.0,390000,0,0,1
901173,nagueles,apartments,62.0,220000,0,0,1
901375,nagueles,houses,320.0,1400000,0,0,1
901421,nagueles,houses,190.0,504000,0,0,1
901461,nagueles,houses,600.0,3700000,1,0,0
901509,nagueles,apartments,102.0,317000,0,0,1
901565,nagueles,apartments,180.0,483000,0,0,1
901608,nagueles,apartments,51.0,197000,0,0,1
901637,nagueles,apartments,92.0,175000,0,1,0
901722,nagueles,houses,491.0,1450000,0,0,1
901747,nagueles,apartments,253.0,1550000,1,0,0
901802,nagueles,houses,450.0,1325000,0,1,0
901813,nagueles,apartments,160.0,495000,0,1,0
901827,nagueles,apartments,113.0,265000,0,0,1
901956,nagueles,apartments,85.0,360000,1,0,0
902014,nagueles,houses,195.0,375000,0,0,1
902075,nagueles,houses,240.0,550000,1,0,0
902095,nagueles,apartments,161.0,1150000,1,0,0
902138,nagueles,houses,280.0,460000,0,0,1
902171,nagueles,houses,149.0,385000,0,0,1
902225,nagueles,houses,1900.0,5500000,0,0,1
902314,nagueles,houses,154.0,315000,0,0,1
902397,nagueles,houses,202.0,425000,0,0,1
902545,nagueles,houses,240.0,495000,0,0,1
902563,nagueles,apartments,95.0,360000,1,0,0
902569,nagueles,apartments,163.0,695000,0,0,1
902584,nagueles,houses,517.0,1275000,0,0,1
902640,nagueles,houses,347.0,680000,1,0,0
902666,nagueles,apartments,120.0,210000,0,1,0
902687,nagueles,houses,400.0,2500000,1,0,0
902721,nagueles,apartments,116.0,400000,0,0,1
902744,nagueles,apartments,450.0,1800000,0,0,1
902755,nagueles,houses,707.0,1890000,0,0,1
902791,nagueles,apartments,60.0,190000,0,0,1
902848,nagueles,apartments,207.0,320000,0,0,1
902881,nagueles,apartments,285.0,750000,0,0,1
902884,nagueles,plots,5764.0,3500000,0,0,1
902959,nagueles,apartments,347.0,499000,0,0,1
903103,nagueles,apartments,96.0,245000,0,0,1
903122,nagueles,apartments,85.0,220000,0,0,1
903219,nagueles,houses,672.0,4500000,0,0,1
903223,nagueles,plots,5401.0,5500000,0,0,1
903506,nagueles,houses,810.0,3995000,0,0,1
903617,nagueles,houses,343.0,620000,0,0,1
903731,nagueles,apartments,100.0,545000,1,0,0
903785,nagueles,apartments,48.0,200000,0,0,1
903824,nagueles,apartments,173.0,725000,1,0,0
903895,nagueles,apartments,127.0,665000,0,0,1
904056,nagueles,apartments,112.0,272000,0,0,1
904082,nagueles,houses,297.0,495000,0,0,1
904174,nagueles,houses,210.0,550000,0,0,1
904197,nagueles,houses,181.0,315000,0,0,1
904263,nagueles,houses,186.0,420000,0,0,1
904355,nagueles,apartments,150.0,475000,0,0,1
904399,nagueles,houses,300.0,510000,0,0,1
904458,nagueles,plots,7800.0,3200000,0,0,1
904730,nagueles,houses,261.0,540000,0,0,1
904836,nagueles,houses,300.0,1250000,1,0,0
904989,nagueles,apartments,148.0,385000,0,0,1
905071,nagueles,apartments,253.0,795000,0,1,0
905113,nagueles,houses,844.0,2671000,0,0,1
905153,nagueles,houses,196.0,350000,0,1,0
905169,nagueles,plots,1875.0,795000,0,0,1
905193,nagueles,houses,380.0,599000,0,1,0
905264,nagueles,apartments,70.0,180000,0,0,1
905273,nagueles,houses,1020.0,2850000,0,0,1
905276,nagueles,houses,440.0,1695000,0,0,1
905288,nagueles,houses,262.0,399000,0,0,1
905346,nagueles,apartments,180.0,679000,1,0,0
905474,nagueles,apartments,130.0,385000,0,0,1
905491,nagueles,apartments,156.0,347300,0,0,1
905497,nagueles,houses,385.0,1495000,0,0,1
905504,nagueles,houses,420.0,950000,0,0,1
905526,nagueles,houses,470.0,2950000,1,0,0
905634,nagueles,apartments,97.0,280000,0,0,1
905696,nagueles,houses,181.0,315000,0,0,1
905728,nagueles,houses,330.0,495000,0,1,0
905791,nagueles,apartments,140.0,228000,0,1,0
905808,nagueles,houses,240.0,398000,0,0,1
905837,nagueles,apartments,110.0,330000,0,0,1
