id,location,type,title,features,pool,sea view,garage
245861,nagueles,villa,"villa for sale in rocio de nagüeles,  marbella golden mile","alarm, barbeque, covered terrace, fireplace, marble floors, solar panels, telephone, water tank, separate dining room, central heating, garden view, pool view, amenities near, mountainside, video entrance.",1,0,0
245862,nagueles,villa,"villa for sale in rocio de nagüeles,  marbella golden mile","air conditioning, fully fitted kitchen, automatic irrigation system, fireplace, internet - wifi, marble floors, satellite tv, sauna, telephone, dining room, garden view, pool view, amenities near, mountainside.",1,0,0
245863,nagueles,villa,"villa for sale and rent in rocio de nagüeles,  marbella golden mile","alarm, barbeque, covered terrace, fitted wardrobes, guest toilet, internet - wifi, satellite tv, separate apartment, solarium, telephone, water tank, dining room, storage room, utility room, air conditioning, underfloor heating (partial), garden view, pool view, amenities near, mountainside, transport near, fully fitted kitchen, unfurnished, double glazing, video entrance.",1,0,0
245864,nagueles,duplex,"duplex penthouse for sale in costa nagüeles ii,  marbella golden mile","covered terrace, fireplace, fitted wardrobes, guest toilet, internet - wifi, lift, marble floors, satellite tv, solarium, telephone, water tank, dining room, utility room, air conditioning, garden view, pool view, sea view, amenities near, mountainside, transport near, kitchen equipped, doorman, double glazing, gated community, security entrance, video entrance.",1,1,0
245865,nagueles,villa,"villa for sale in nagüeles,  marbella golden mile","automatic irrigation system, fireplace, guest toilet, marble floors, dining room, garden view, amenities near, mountainside, fully fitted kitchen.",0,0,0
245866,nagueles,penthouse,"penthouse for sale in nagüeles,  marbella golden mile","fully fitted kitchen, utility room, private terrace, air conditioning, central heating, security service 24h, telephone, satellite tv, amenities near, transport near, guest toilet, storage room, sea view, front line golf.",0,1,0
245867,nagueles,apartment,"ground floor apartment for sale in costa nagüeles i,  marbella golden mile","alarm, covered terrace, guest toilet, lift, marble floors, satellite tv, telephone, water tank, dining room, storage room, utility room, air conditioning, amenities near, mountainside, fully fitted kitchen, doorman, double glazing, gated community, security entrance, video entrance.",0,0,0
245868,nagueles,apartment,"apartment for sale in cortijo nagüeles,  marbella golden mile","fireplace, satellite tv, telephone, utility room, garden view, fully fitted kitchen.",0,0,0
245869,nagueles,apartment,"apartment for rent in hacienda nagüeles ii,  marbella golden mile","transport near, security service 24h, mountainside, marble floors, fully furnished, fully fitted kitchen, dining room, covered terrace, central heating, amenities near, air conditioning, 24h service.",0,0,0
245871,nagueles,house,"town house for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245872,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245873,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile","alarm, fireplace, guest toilet, heated pool, jacuzzi, marble floors, satellite tv, separate apartment, solarium, dining room, utility room, air conditioning, central heating, mountain view, sea view, mountainside, fully fitted kitchen, fully furnished.",1,1,0
245874,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245875,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245876,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245877,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245878,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
245879,nagueles,villa,"villa for rent in rocio de nagüeles,  marbella golden mile",.,0,0,0
246013,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, solarium, satellite tv, guest apartment, storage room, marble flooring, garden:  communal, orientation:  east, pool:  communal, setting:  town, commercial area, close to golf, close to port, close to shops, close to sea, close to schools, close to forest, urbanisation",1,0,0
246104,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, central heating, fireplace, features:  covered terrace, fitted wardrobes, private terrace, solarium, satellite tv, {lng_feature_features_adsl_/_wifi}, storage room, ensuite bathroom, marble flooring, barbeque, double glazing, garden:  communal, private, landscaped, easy maintenance, orientation:  south, pool:  communal, setting:  close to golf, close to shops, close to sea, close to town, close to schools, close to forest, close to marina, urbanisation",1,0,0
246174,nagueles,villa,villa for sale in nagüeles,none,0,0,0
246215,nagueles,villa,villa for sale in nagüeles,"condition:  good, garden:  private, orientation:  south west, pool:  private",1,0,0
247138,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  lift, fitted wardrobes, near transport, paddle tennis, ensuite bathroom, disabled access, marble flooring, double glazing, near mosque, garden:  communal, orientation:  east, pool:  communal, setting:  close to sea, close to town, urbanisation",1,0,0
247168,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, fitted wardrobes, private terrace, ensuite bathroom, wood flooring, double glazing, garden:  communal, orientation:  south west, pool:  communal, setting:  close to golf, close to port, close to sea, close to town, close to schools, close to forest, urbanisation",1,0,0
247185,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, lift, fitted wardrobes, private terrace, {lng_feature_features_adsl_/_wifi}, storage room, utility room, ensuite bathroom, wood flooring, double glazing, garden:  communal, landscaped, easy maintenance, orientation:  south, pool:  communal, setting:  suburban, close to golf, close to town, close to schools, urbanisation",1,0,0
247195,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, pre installed a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, solarium, {lng_feature_features_adsl_/_wifi}, games room, paddle tennis, storage room, utility room, ensuite bathroom, marble flooring, barbeque, double glazing, garden:  private, easy maintenance, orientation:  south, pool:  communal, setting:  suburban, close to schools, urbanisation",1,0,0
247202,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, pre installed a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, solarium, {lng_feature_features_adsl_/_wifi}, games room, paddle tennis, storage room, utility room, ensuite bathroom, marble flooring, barbeque, double glazing, garden:  private, easy maintenance, orientation:  south, pool:  communal, setting:  suburban, close to schools, urbanisation",1,0,0
247210,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, u/f/h bathrooms, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, utility room, ensuite bathroom, marble flooring, jacuzzi, double glazing, near mosque, garden:  communal, private, orientation:  south, pool:  communal, setting:  close to golf, close to port, close to shops, close to sea, close to town, close to schools, close to forest, urbanisation",1,0,0
247241,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, features:  covered terrace, lift, fitted wardrobes, private terrace, storage room, ensuite bathroom, marble flooring, jacuzzi, barbeque, double glazing, garden:  communal, orientation:  south, pool:  communal, setting:  close to golf, close to port, close to shops, close to sea, close to town, close to schools, close to marina, urbanisation",1,0,0
249302,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, fitted wardrobes, private terrace, ensuite bathroom, wood flooring, double glazing, garden:  communal, orientation:  south west, pool:  communal, setting:  close to golf, close to port, close to sea, close to town, close to schools, close to forest, urbanisation",1,0,0
249305,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, u/f/h bathrooms, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, utility room, ensuite bathroom, marble flooring, jacuzzi, double glazing, near mosque, garden:  communal, private, orientation:  south, pool:  communal, setting:  close to golf, close to port, close to shops, close to sea, close to town, close to schools, close to forest, urbanisation",1,0,0
249919,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, fireplace, features:  fitted wardrobes, private terrace, satellite tv, garden:  private, orientation:  south, pool:  private",1,0,0
250570,nagueles,apartment,apartment for sale in nagüeles,"climate:  fireplace, features:  covered terrace, lift, fitted wardrobes, private terrace, storage room, marble flooring, barbeque, double glazing, courtesy bus, near mosque, garden:  communal, orientation:  north, east, south, pool:  communal, setting:  close to golf, close to port, close to shops, close to sea, close to town, close to schools, close to forest, urbanisation",1,0,0
250605,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, features:  fitted wardrobes, near transport, private terrace, ensuite bathroom, marble flooring, double glazing, garden:  private, orientation:  south west, pool:  private, view:  sea, garden, pool",1,0,0
250614,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, central heating, features:  private terrace, double glazing, pool:  communal",1,0,0
250920,nagueles,villa,stunning new build modern villa for sale in nagueles with sea views to gibraltar,"fully fitted kitchen, guest apartment, office room, utility room, fireplace, marble floors, basement, guest room, storage room, alarm, double glazing, mountainside, living room, amenities near, sea view, mountain view, underfloor heating (throughout), home automation system, laundry room, internet - wifi, covered terrace, fitted wardrobes, gated community, air conditioning, cinema room, wine cellar, unfurnished, open plan kitchen, excellent condition",0,1,0
251423,nagueles,house,"3 bedroom townhouse for sale in prime location, nagueles, marbella golden mile","fully fitted kitchen, marble floors, alarm, security entrance, dining room, private terrace, living room, amenities near, sea view, covered terrace, fitted wardrobes, gated community, air conditioning, garden view, beachside",0,1,0
252287,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  lift, fitted wardrobes, near transport, private terrace, satellite tv, storage room, utility room, ensuite bathroom, disabled access, marble flooring, double glazing, garden:  communal, orientation:  east, pool:  communal, setting:  beachside, close to golf, close to port, close to shops, close to sea, close to town, close to schools, close to marina, urbanisation",1,0,0
253908,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, solarium, games room, storage room, ensuite bathroom, marble flooring, double glazing, courtesy bus, servants quarters, garden:  communal, orientation:  north west, pool:  communal, children`s pool, setting:  close to golf, close to town, close to forest, urbanisation",1,0,0
253926,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, features:  covered terrace, near transport, private terrace, solarium, gym, utility room, marble flooring, double glazing, garden:  communal, orientation:  south, pool:  communal, setting:  close to sea, close to town, close to schools, close to forest, urbanisation",1,0,0
254323,nagueles,villa,"villa for sale and rent in rocio de nagüeles,  marbella golden mile","air conditioning, central heating, fully fitted kitchen, kitchen equipped, alarm, automatic irrigation system, barbeque, covered terrace, fireplace, fitted wardrobes, guest toilet, gym, heated pool, internet - wifi, jacuzzi, marble floors, satellite tv, separate apartment, telephone, game room, laundry room, separate dining room, storage room, utility room, double glazing, garden view, pool view, amenities near, mountainside, transport near.",1,0,0
254803,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, lift, fitted wardrobes, private terrace, {lng_feature_features_adsl_/_wifi}, storage room, disabled access, marble flooring, double glazing, courtesy bus, near mosque, {lng_feature_features_near_church}, garden:  communal, landscaped, orientation:  west, pool:  communal, setting:  town, commercial area, beachside, close to golf, close to port, close to shops, close to sea, close to town, close to schools, close to forest, close to marina, urbanisation",1,0,0
254972,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, games room, paddle tennis, utility room, ensuite bathroom, disabled access, marble flooring, double glazing, 24 hour reception, near mosque, {lng_feature_features_near_church}, garden:  communal, easy maintenance, orientation:  east, pool:  communal, children`s pool, setting:  close to port, close to shops, close to sea, close to town, close to schools, close to marina, urbanisation",1,0,0
255046,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, solarium, games room, storage room, ensuite bathroom, marble flooring, double glazing, courtesy bus, servants quarters, garden:  communal, orientation:  north west, pool:  communal, children`s pool, setting:  close to golf, close to town, close to forest, urbanisation",1,0,0
255060,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, fireplace, features:  lift, fitted wardrobes, private terrace, satellite tv, storage room, utility room, ensuite bathroom, marble flooring, double glazing, garden:  communal, orientation:  south, pool:  communal, setting:  close to town, close to schools, close to forest, urbanisation",1,0,0
255078,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, features:  covered terrace, lift, fitted wardrobes, satellite tv, utility room, marble flooring, double glazing, garden:  communal, orientation:  south east, pool:  communal, setting:  town, close to sea, close to schools, urbanisation",1,0,0
255199,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, features:  fitted wardrobes, private terrace, gym, sauna, utility room, ensuite bathroom, wood flooring, marble flooring, jacuzzi, double glazing, servants quarters, kitchen:  fully fitted, parking:  private, security:  gated complex, electric blinds, entry phone, alarm system, 24 hour security, safe",0,0,0
256474,golden mile,penthouse,"penthouse for sale in las cañas beach, marbella golden mile. penthouse in las cañas beach","24h service, air conditioning, amenities near, beachside, central heating, close to sea/beach, close to schools, close to shops, close to town, covered terrace, dining room, double glazing, fitted wardrobes, fully fitted kitchen, fully furnished, garden view, gated community, good condition, internet - wifi, laundry room, lift, living room, mountain view, private terrace, sea view, security service 24h, storage room, transport near",0,1,0
256750,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, features:  lift, fitted wardrobes, private terrace, restaurant on site, garden:  private, parking:  garage, communal",0,0,1
256754,nagueles,house,townhouse for sale in nagüeles,"condition:  restoration required, furniture:  part furnished, kitchen:  fully fitted, parking:  street, security:  gated complex",0,0,0
256776,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, central heating, fireplace, features:  covered terrace, fitted wardrobes, near transport, ensuite bathroom, wood flooring, double glazing, garden:  private, easy maintenance, orientation:  west, pool:  communal",1,0,0
257262,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, solarium, satellite tv, ensuite bathroom, marble flooring, jacuzzi, double glazing, courtesy bus, near mosque, garden:  communal, orientation:  west, pool:  communal, setting:  close to golf, close to sea, close to town, close to schools, urbanisation",1,0,0
257271,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, features:  covered terrace, fitted wardrobes, near transport, private terrace, utility room, ensuite bathroom, marble flooring, garden:  private, orientation:  south east, south, pool:  private, view:  garden, pool",1,0,0
257625,nagueles,apartment,apartment for sale in nagüeles,none,0,0,0
259183,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  lift, fitted wardrobes, near transport, storage room, ensuite bathroom, marble flooring, 24 hour reception, garden:  communal, orientation:  west, pool:  communal, setting:  town, close to shops, close to sea, close to town, close to schools, urbanisation",1,0,0
259301,nagueles,villa,villa for sale in nagüeles,"climate:  hot a/c, cold a/c, fireplace, furniture:  fully furnished, kitchen:  fully fitted, parking:  garage, more than one, security:  gated complex",0,0,1
260269,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  lift, fitted wardrobes, near transport, storage room, ensuite bathroom, marble flooring, 24 hour reception, garden:  communal, orientation:  west, pool:  communal, setting:  town, close to shops, close to sea, close to town, close to schools, urbanisation",1,0,0
260306,nagueles,villa,villa for sale in nagüeles,"climate:  hot a/c, cold a/c, fireplace, furniture:  fully furnished, kitchen:  fully fitted, parking:  garage, more than one, security:  gated complex",0,0,1
260799,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  lift, fitted wardrobes, near transport, private terrace, satellite tv, storage room, disabled access, marble flooring, double glazing, 24 hour reception, near mosque, {lng_feature_features_near_church}, garden:  communal, private, orientation:  west, pool:  communal, setting:  town, close to golf, close to port, close to shops, close to sea, close to schools, urbanisation",1,0,0
261360,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, furniture:  not furnished, kitchen:  fully fitted, parking:  underground, more than one, security:  gated complex, 24 hour security",0,0,0
261710,nagueles,house,townhouse for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, u/f/h bathrooms, features:  covered terrace, fitted wardrobes, private terrace, solarium, storage room, ensuite bathroom, marble flooring, jacuzzi, barbeque, double glazing, kitchen:  fully fitted, parking:  garage, more than one, private, security:  gated complex, electric blinds, entry phone, alarm system, 24 hour security, safe",0,0,1
261726,nagueles,villa,villa for sale in nagüeles,"climate:  fireplace, u/f heating, features:  marble flooring, garden:  private, parking:  open, more than one, private",0,0,0
261863,nagueles,apartment,"apartment for sale in cortijo nagüeles, marbella golden mile - ref 4006887",none,0,0,0
261873,nagueles,apartment,"apartment for sale in nagüeles, marbella golden mile - ref 4006886",none,0,0,0
261950,nagueles,duplex,"duplex for sale in nagüeles, marbella golden mile - ref 4006785",none,0,0,0
261951,nagueles,duplex,"duplex for sale in cortijo nagüeles, marbella golden mile - ref 4006847",none,0,0,0
262012,nagueles,house,"town house for sale in nagüeles, marbella golden mile - ref 4002848",none,0,0,0
262057,nagueles,house,"town house for sale in nagüeles, marbella golden mile - ref 4005241",none,0,0,0
262066,nagueles,house,"town house for sale in nagüeles, marbella golden mile - ref 4006252",none,0,0,0
262125,nagueles,house,"town house for sale in nagüeles, marbella golden mile - ref 1108476",none,0,0,0
262160,golden mile,apartment,"ground floor apartment for sale in mansion club, marbella golden mile - ref 4005945",none,0,0,0
262178,golden mile,apartment,"apartment for sale in alhambra del mar, marbella golden mile - ref 4006722",none,0,0,0
262192,nagueles,villa,"villa for sale in nagüeles, marbella golden mile - ref 4307011",none,0,0,0
262326,golden mile,villa,"front line beach residence villa for sale in el oasis club, marbella golden mile",none,0,0,0
262337,golden mile,villa,"palatial estate with breathtaking views on the hillside of the golden mile villa for sale in nagüeles, marbella golden mile",none,0,0,0
262373,nagueles,villa,"luxury villa for sale in rocio de nagüeles, marbella golden mile - ref 4306884",none,0,0,0
262498,nagueles,villa,"wonderful home for large family villa for sale in nagüeles, marbella golden mile",none,0,0,0
262552,nagueles,plot,"extensive plot with lots of potential plot without project for sale in rocio de nagüeles, marbella golden mile",none,0,0,0
262559,nagueles,plot,"property with lots of potential on extensive plot villa for sale in rocio de nagüeles, marbella golden mile",none,0,0,0
262734,nagueles,villa,"elegant and private, with sea views villa for sale in nagüeles, marbella golden mile",none,0,0,0
262746,nagueles,villa,"villa on large plot villa for sale in nagüeles, marbella golden mile",none,0,0,0
262824,golden mile,apartment,"beachfront property in most exclusive area apartment for sale in el oasis club, marbella golden mile",none,0,0,0
262880,nagueles,apartment,"apartment for rent in los pinos de nagüeles, marbella golden mile - ref 4007024",none,0,0,0
262907,nagueles,apartment,"apartment for rent in costa nagüeles ii, marbella golden mile - ref 4003981",none,0,0,0
262913,nagueles,apartment,"apartment for rent in costa nagüeles iii, marbella golden mile - ref 4003328",none,0,0,0
262919,nagueles,penthouse,"penthouse for rent in single homes nagüeles, marbella golden mile - ref 4003798",none,0,0,0
262925,golden mile,apartment,"ground floor apartment for rent in las cañas beach, marbella golden mile - ref 4005395",none,0,0,0
262944,nagueles,house,luxurious townhouse with views in nagüeles town house for sale in marbella,none,0,0,0
262961,nagueles,villa,"property with great potential in sought-after area villa for sale in nagüeles, marbella golden mile",none,0,0,0
263001,nagueles,villa,"impressive villa in prime location villa for sale in nagüeles, marbella golden mile",none,0,0,0
263020,nagueles,villa,"villa ideal for entertainment with high rental potential! villa for sale in nagüeles, marbella golden mile",none,0,0,0
263057,golden mile,apartment,"luxurious beachfront apartment next to marbella centre apartment for sale in marina mariola, marbella golden mile",none,0,0,0
263070,nagueles,villa,"elegant and renovated property in top location villa for sale in cortijo nagüeles, marbella golden mile",none,0,0,0
263073,nagueles,villa,"cosy family villa in great location villa for sale in nagüeles, marbella golden mile",none,0,0,0
263083,nagueles,villa,"a special property for special people villa for sale in nagüeles, marbella golden mile",none,0,0,0
263115,golden mile,apartment,"fully renovated beachside apartment in el oasis club, on the golden mile apartment for sale in el oasis club, marbella golden mi",none,0,0,0
263131,golden mile,penthouse,"best penthouse available in this prestigious complex penthouse for sale in mansion club, marbella golden mile",none,0,0,0
263154,golden mile,duplex,"duplex penthouse with amazing views penthouse for sale in mansion club, marbella golden mile",none,0,0,0
263194,nagueles,villa,"andalusian charm in nagüeles villa for sale in nagüeles, marbella golden mile",none,0,0,0
263262,golden mile,penthouse,"well-priced penthouse in 5-star complex penthouse for sale in mansion club, marbella golden mile",none,0,0,0
263314,nagueles,villa,"fully renovated and easy-to-maintain property in top location! villa for sale in nagüeles, marbella golden mile",none,0,0,0
263337,nagueles,villa,stunning new build modern villa for sale in nagueles with sea views to gibraltar,"office room, fully fitted kitchen, fireplace, guest room, alarm, double glazing, mountainside, living room, underfloor heating (throughout), home automation system, laundry room, gated community, cinema room, wine cellar, unfurnished, open plan kitchen, guest apartment, sea view, mountain view, fitted wardrobes, air conditioning, excellent condition, utility room, marble floors, basement, storage room, internet - wifi, covered terrace, amenities near",0,1,0
263367,nagueles,house,"beautiful home in andalusian-style complex and close to all amenities town house for sale in solana de nagüeles, marbella golden",none,0,0,0
263396,nagueles,house,"townhouse in a quiet residential area in nagüeles, golden mile town house for sale in nagüeles, marbella golden mile",none,0,0,0
263478,nagueles,house,"charming house with sea views town house for sale in nagüeles, marbella golden mile",none,0,0,0
263512,nagueles,house,"corner property with partial sea views town house for sale in nagüeles, marbella golden mile",none,0,0,0
263517,golden mile,apartment,"stunning garden proeprty in sought after complex ground floor apartment for sale in mansion club, marbella golden mile",none,0,0,0
263566,nagueles,house,"town house for sale in nagüeles, marbella golden mile",none,0,0,0
263599,nagueles,house,"beautiful corner townhouse town house for sale in nagüeles, marbella golden mile",none,0,0,0
263612,nagueles,apartment,"apartment with sea and mountain views apartment for sale in costa nagüeles iii, marbella golden mile",none,0,0,0
263656,nagueles,house,"spacious townhouse in la solana de nagüeles, golden mile town house for sale in solana de nagüeles, marbella golden mile",none,0,0,0
263666,nagueles,house,"brand-new corner townhouse in nagüeles town house for sale in corona de nagüeles, marbella golden mile",none,0,0,0
263668,nagueles,house,"townhouse with garden in nagüeles town house for sale in corona de nagüeles, marbella golden mile",none,0,0,0
263757,golden mile,plot,"plot in an ideal location on the golden mile plot without project for sale in rocio de nagüeles, marbella golden mile",none,0,0,0
263777,golden mile,apartment,"beachfront renovated property in excellent location! ground floor apartment for sale in el oasis club, marbella golden mile",none,0,0,0
263807,nagueles,house,"lovely south facing property in tranquil area town house for sale in nagüeles, marbella golden mile",none,0,0,0
263844,nagueles,house,"3 bedroom townhouse for sale in prime location, nagueles, marbella golden mile","fully fitted kitchen, alarm, dining room, living room, gated community, beachside, security entrance, sea view, fitted wardrobes, air conditioning, marble floors, private terrace, covered terrace, garden view, amenities near",0,1,0
263879,nagueles,villa,rustic style villa for sale in nagueles a few minutes away from marbella centre,"fully fitted kitchen, fireplace, sauna, guest room, gym, alarm, solarium, double glazing, barbeque, telephone, wall-to-wall carpet, separate apartment, central heating, underfloor heating (partial), security entrance, mountain view, transport near, fitted wardrobes, air conditioning, utility room, storage room, private terrace, internet - wifi, covered terrace, uncovered terrace, amenities near",0,0,0
263919,golden mile,duplex,"duplex penthouse in the heart of the golden mile, close to all amenities and the beach penthouse for sale in los pinos de nagüel",none,0,0,0
264025,nagueles,apartment,"ground floor ideal for holidays or all year round living ground floor apartment for sale in nagüeles, marbella golden mile",none,0,0,0
264221,nagueles,villa,"villa for rent in nagüeles, marbella golden mile",none,0,0,0
264283,nagueles,house,"town house for rent in solana de nagüeles, marbella golden mile",none,0,0,0
264499,nagueles,villa,"fantastic family home in exclusive location villa for sale in nagüeles, marbella golden mile",none,0,0,0
265388,nagueles,villa,"elegant villa for sale in nagueles, marbella","property features
						climate:  air conditioning hot/cold, gas central heatingfeatures:  exclusive development, garage, guest apartment, ideal family home, laundry, living room with fireplace, marble flooring, mature garden, near amenities, sought after area, walking distance to cafésgarden:  privateparking:  double garagepool:  privateview:  garden, lake, sea",1,0,1
266127,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, central heating, features:  covered terrace, lift, fitted wardrobes, private terrace, satellite tv, {lng_feature_features_adsl_/_wifi}, gym, tennis court, storage room, utility room, ensuite bathroom, marble flooring, double glazing, garden:  communal, orientation:  south, pool:  communal, setting:  frontline golf, commercial area, close to sea, close to forest, urbanisation",1,0,0
266907,nagueles,apartment,apartment for sale in nagüeles,none,0,0,0
266915,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, furniture:  fully furnished, orientation:  south, pool:  private",1,0,0
268003,nagueles,apartment,apartment for sale in nagüeles,"features:  lift, fitted wardrobes, orientation:  south east, pool:  communal",1,0,0
269291,nagueles,house,beautiful townhouse in nagüeles with sea views,none,0,0,0
270735,nagueles,villa,"nice villa with sea views
						villa for sale in rocio de nagüeles, marbella golden mile","barbeque, covered terrace, dining room, fireplace, fitted wardrobes, fully fitted kitchen, garden view, guest toilet, gym, heated pool, indoor pool, jacuzzi, laundry room, living room, marble floors, mountainside, private terrace, sauna, sea view, separate apartment, storage room, underfloor heating (throughout)",1,1,0
270762,nagueles,villa,"remodeled luxury villa in nagueles
						villa for sale in rocio de nagüeles, marbella golden mile","air conditioning, alarm, electric blinds, fireplace, fully fitted kitchen, home automation system, marble floors, parquet floors, underfloor heating (bathrooms)",0,0,0
270866,golden mile,duplex,"marbella center: fabulous, frontline beach duplex penthouse
						duplex for sale in marina mariola, marbella golden mile","air conditioning, alarm, amenities near, beachside, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, lift, living room, marble floors, private terrace, satellite tv, security service 24h, solarium, storage room, transport near",0,0,0
270906,nagueles,villa,"villa for sale in nagüeles, marbella golden mile",none,0,0,0
271082,golden mile,penthouse,"penthouse for sale in mansion club, marbella golden mile","air conditioning, amenities near, central heating, fully fitted kitchen, private terrace, security service 24h, transport near",0,0,0
271173,golden mile,apartment,"marbella golden mile: quality 2 bedroom apartment
						apartment for sale in marina mariola, marbella golden mile","air conditioning, beachside, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, fully furnished, garden view, gated community, gym, heated pool, lift, living room, marble floors, private terrace, sauna, security service 24h, utility room",1,0,0
271222,golden mile,apartment,"marbella, golden mile: 3 bedroom apartment
						apartment for sale in nagüeles, marbella golden mile","air conditioning, covered terrace, double glazing, fitted wardrobes, fully fitted kitchen, garden view, gated community, guest toilet, lift, living room, mountainside, parquet floors, private terrace, security service 24h, storage room",0,0,0
271266,golden mile,apartment,"marbella golden mile: modern 3 bedroom apartment
						apartment for sale in nagüeles, marbella golden mile","air conditioning, covered terrace, fitted wardrobes, fully fitted kitchen, garden view, gated community, guest toilet, living room, mountainside, panoramic view, parquet floors, private terrace, security service 24h, storage room",0,0,0
271275,golden mile,apartment,"ground floor apartment for sale in mansion club, marbella golden mile","24h service, air conditioning, alarm, amenities near, barbeque, central heating, covered terrace, dining room, doorman, double glazing, electric blinds, fitted wardrobes, fully fitted kitchen, fully furnished, gated community, guest room, laundry room, lift, living room, marble floors, private terrace, satellite tv, security entrance, security service 24h, storage room, tennis / paddle court, underfloor heating (bathrooms), utility room",0,0,0
271301,nagueles,villa,"villa for sale in nagüeles, marbella golden mile",none,0,0,0
271342,golden mile,penthouse,"mansion club, marbella: fabulous penthouse in luxurious complex
						penthouse for sale in mansion club, marbella golden mile","air conditioning, amenities near, covered terrace, double glazing, fitted wardrobes, fully fitted kitchen, gated community, lift, living room, marble floors, mountain view, mountainside, private terrace, sea view, security service 24h, security shutters, storage room",0,1,0
271425,nagueles,apartment,"ground floor apartment for sale in hacienda nagüeles i, marbella golden mile","air conditioning, amenities near, central heating, dining room, fully fitted kitchen, private terrace, satellite tv, security service 24h, storage room, transport near, utility room",0,0,0
271428,golden mile,house,"el oasis, marbella: stunning 2 bedroom townhouse
						town house for sale in oasis de marbella, marbella golden mile","amenities near, beachside, covered terrace, fireplace, fitted wardrobes, fully fitted kitchen, gated community, heated pool, living room, marble floors, private terrace, sea view",1,1,0
