"var004","var031","var145","var189","target","var005","var008","var009","var024","var044","var045","var072","var074","var125","var130","var170","var175","var178","target"
"c","0","1","1",3.11,8.99,2.37,-8.15,6.4,-2.63,7.44,7.46,4.51,7.87,-1.17,21.9,-3.83,-5.63,3.11
"b","1","1","1",-0.254,8.94,-0.204,3.64,6.48,13.8,1.53,14.6,26,7.44,-1.19,23.5,-4.33,-6.01,-0.254
"b","0","0","0",-0.708,8.89,-0.113,3.38,6.59,23.2,4.45,6.24,-14.4,7.04,-1.27,15.9,-4.79,-6.35,-0.708
"b","1","1","0",-0.382,8.86,-0.161,-1.63,6.72,4.84,13.4,11.7,-1.54,6.66,-1.43,8.99,-5.18,-6.88,-0.382
"b","0","1","0",-0.637,8.84,1.58,1.17,6.85,5.59,8.32,13.6,-2.94,6.35,-1.64,19.1,-5.45,-7.41,-0.637
"c","1","1","0",-1.19,8.83,-0.322,2.52,6.96,17.4,3.31,6.21,2.72,6.12,-1.88,16.2,-5.58,-8.54,-1.19
"c","0","1","0",-0.62,8.84,0.258,1.09,7.06,1.49,10.8,13.7,-3.15,5.97,-2.13,6.15,-5.56,-8.01,-0.62
"b","0","1","0",0.207,8.85,0.563,-3.25,7.12,0.495,3.34,7.5,6.25,5.92,-2.34,11.2,-5.39,-5.8,0.207
"b","1","1","0",-0.511,8.88,1.7,-5.02,7.14,-4.33,2.03,6.74,0.595,5.94,-2.5,20.9,-5.11,-6.15,-0.511
"b","0","0","1",0.308,8.91,-0.0423,-5.78,7.1,9.45,10.7,12.4,17.7,6.02,-2.57,11,-4.76,-6.01,0.308
"b","1","0","0",1.8,8.94,0.202,-2.64,7.01,4.95,13.9,4.38,11.1,6.12,-2.57,23.1,-4.37,-7.28,1.8
"c","0","1","0",-0.639,8.96,-0.517,-0.572,6.88,9.27,2.2,5.74,5.62,6.23,-2.5,8.69,-3.97,-7.68,-0.639
"b","0","0","1",-0.746,8.98,-0.493,0.00365,6.73,1.37,4.21,9.8,8.84,6.33,-2.35,8.14,-3.56,-6.54,-0.746
"b","1","1","0",-0.287,8.99,2,3.18,6.58,12.5,11,6.04,7.09,6.38,-2.15,17.2,-3.18,-7.3,-0.287
"b","0","1","0",-0.513,9,-0.233,-2.03,6.44,15.7,1.97,2.75,10.3,6.38,-1.9,22.7,-2.83,-7.92,-0.513
"b","1","1","0",0.516,9.02,-0.494,1.32,6.33,7.54,11.5,13.3,0.783,6.31,-1.62,22.7,-2.53,-6.35,0.516
"c","1","1","0",-0.427,9.03,-0.102,3.27,6.25,11.7,10,2.92,0.178,6.18,-1.33,15,-2.31,-5.64,-0.427
"c","0","1","0",-0.57,9.06,1.88,-1.46,6.21,5.55,9.03,7.46,27.1,6.01,-1.06,13.1,-2.18,-8.05,-0.57
"c","1","0","0",0.404,9.09,1.73,0.0338,6.21,6.59,4.68,5.23,0.434,5.82,-0.813,21,-2.11,-7.41,0.404
"b","0","0","0",0.517,9.14,0.39,-2.06,6.22,5.24,10.4,11.5,6.92,5.63,-0.615,6.58,-2.1,-7.3,0.517
"c","0","1","1",3.37,9.19,2.5,-2.71,6.26,-1.9,10.2,2.59,-5.55,5.47,-0.473,18.8,-2.11,-9.14,3.37
"c","1","1","0",-0.627,9.24,-0.499,-3.37,6.3,6.5,9.56,7.22,4.42,5.36,-0.4,9.77,-2.11,-7.92,-0.627
"c","0","0","0",0.628,9.29,1.54,1.42,6.33,-1.77,12.8,3.67,-1.44,5.32,-0.408,14.5,-2.1,-8.13,0.628
"b","0","0","1",-0.164,9.33,0.995,3.46,6.36,10.4,9.32,2.59,3.89,5.36,-0.507,17.5,-2.06,-6.68,-0.164
"c","0","1","0",-1.33,9.35,1.09,-2.11,6.38,6.39,2.45,12.2,-3.32,5.48,-0.701,10.9,-2,-7.65,-1.33
"b","0","0","0",0.128,9.35,-0.0735,-1.66,6.37,19,7.45,4.36,0.154,5.71,-0.979,5.3,-1.94,-8.2,0.128
"b","0","0","0",-1.02,9.34,0.0501,-0.339,6.35,-2.88,4.72,15.6,19.6,6.03,-1.31,8.68,-1.92,-7.62,-1.02
"c","0","1","0",-0.689,9.31,1.24,1.27,6.31,14.3,5.3,10.2,4.33,6.45,-1.67,11.9,-1.95,-7.25,-0.689
"c","0","0","0",-0.725,9.27,1.95,1.57,6.26,2.57,5.7,5,-3.89,6.92,-1.99,5.45,-2.06,-8.33,-0.725
"b","1","0","0",-0.626,9.21,2.41,-1.22,6.21,8.46,10.7,7.31,13.7,7.44,-2.25,12.5,-2.26,-7.2,-0.626
"b","1","0","0",-0.779,9.15,0.0384,4.38,6.16,-0.0623,9.43,8.32,13.3,7.96,-2.4,5.91,-2.54,-6.86,-0.779
"b","1","0","0",0.395,9.09,0.793,-4.38,6.11,15.8,9.58,14.5,17.2,8.45,-2.43,13.3,-2.86,-5.43,0.395
"b","1","1","0",-0.584,9.03,2.54,0.747,6.09,-3.7,6.24,4.67,10,8.88,-2.34,14.6,-3.17,-6.96,-0.584
"b","1","1","0",0.518,8.97,1.66,-0.833,6.09,4.28,12.2,3.18,-2.04,9.2,-2.15,9.32,-3.41,-6.63,0.518
"b","1","1","0",-0.181,8.93,0.842,2.63,6.12,9.48,13.4,9.12,6.59,9.41,-1.89,19.7,-3.53,-5.75,-0.181
"c","1","1","1",1.72,8.91,1.76,0.524,6.18,19.4,8.93,16.4,4.47,9.49,-1.59,11,-3.5,-6.29,1.72
"c","1","1","0",-0.503,8.9,1.48,-3.24,6.26,6.67,5.53,6.81,4.65,9.45,-1.27,15.3,-3.33,-6.66,-0.503
"c","1","1","0",-1,8.92,0.426,-3.04,6.35,15,10.2,5.95,9.51,9.32,-0.95,6.6,-3.05,-8.25,-1
"c","1","0","0",-0.0866,8.97,-0.113,6.3,6.43,7.29,7.99,4.17,16.3,9.13,-0.656,19.5,-2.71,-7.44,-0.0866
"b","0","0","0",-0.438,9.02,0.0549,-1.08,6.48,20.2,2.08,8.8,5.05,8.91,-0.408,14.2,-2.39,-7.13,-0.438
"b","0","1","0",-1.12,9.09,0.903,-2.36,6.5,-0.287,7.19,5.98,-3.38,8.67,-0.226,16.4,-2.12,-6.5,-1.12
"b","0","0","0",0.629,9.16,-0.235,2.53,6.48,1.98,5.03,5.07,19.2,8.43,-0.131,13.8,-1.96,-8.07,0.629
"b","1","0","0",0.395,9.22,1.73,-3.26,6.43,17.5,9.58,9.15,2.65,8.2,-0.135,6.32,-1.93,-7.67,0.395
"c","1","0","1",3.69,9.27,1.85,-1.81,6.34,-5.36,8.15,7.43,-0.118,7.98,-0.241,19.7,-2.03,-8.51,3.69
"b","0","1","0",1.11,9.3,2.68,-0.484,6.22,11.2,4.71,5.8,-3.52,7.79,-0.444,23.7,-2.23,-7.67,1.11
"b","0","1","1",0.406,9.31,2.64,-0.259,6.09,9.35,13.9,7.56,7.77,7.64,-0.728,22.1,-2.51,-5.26,0.406
"b","0","1","0",1.35,9.3,2.06,1.85,5.97,4.02,12.3,5.25,-3.98,7.54,-1.07,19.6,-2.83,-8.65,1.35
"b","0","0","0",-0.683,9.28,1.23,-0.772,5.88,-1.74,5.22,11.6,27,7.51,-1.45,12.5,-3.16,-7.65,-0.683
"c","1","1","0",-1.07,9.25,0.793,-2.37,5.81,2.24,3.39,2.68,-1.29,7.52,-1.81,8.53,-3.47,-6.34,-1.07
"b","0","1","0",-1.04,9.2,-0.344,5.54,5.78,8.46,5.3,3.09,-8.15,7.57,-2.11,6.87,-3.73,-5.86,-1.04
"c","1","1","0",-1.61,9.16,1.04,2.99,5.78,9.27,9.4,10.9,1.11,7.63,-2.31,7.49,-3.94,-6.23,-1.61
"b","1","0","0",-1.42,9.11,0.807,0.133,5.8,5.87,9.03,4.03,-0.0256,7.67,-2.38,7.52,-4.06,-7.4,-1.42
"b","1","0","0",0.0155,9.07,2.45,1.83,5.85,7.12,7.73,4.74,16,7.68,-2.29,8.79,-4.08,-6.5,0.0155
"b","0","0","0",0.437,9.04,-0.00963,-0.65,5.91,14.4,6.41,12.3,3.17,7.64,-2.04,22.9,-3.98,-6.03,0.437
"c","1","1","0",-0.328,9.03,1.1,-5.27,5.98,8.19,2.9,6.1,0.319,7.57,-1.67,6.63,-3.75,-6.81,-0.328
"c","1","0","0",-0.193,9.02,1.8,-0.553,6.06,13,2.39,0.373,15.2,7.48,-1.21,17.4,-3.38,-6.72,-0.193
"b","1","0","0",0.02,9.03,1.15,-0.971,6.14,4.08,6.77,10.7,9.77,7.39,-0.708,8.3,-2.88,-7.01,0.02
"c","0","0","0",-0.153,9.05,0.885,-2.55,6.23,2.95,13.9,6.42,6.9,7.32,-0.191,7.32,-2.3,-6.7,-0.153
"c","1","1","0",-0.949,9.08,0.0184,-3.62,6.35,1.66,10.6,9.24,5.49,7.3,0.302,5.69,-1.7,-6.94,-0.949
"b","0","0","0",-0.614,9.11,1.63,-1.43,6.49,7.45,1.86,5.38,5.3,7.34,0.737,16.7,-1.15,-8.8,-0.614
"b","0","0","0",1.1,9.13,-0.0441,1.62,6.65,6.96,8.95,5.05,13.1,7.42,1.07,23.4,-0.726,-7.99,1.1
"b","1","0","0",-0.0805,9.14,0.0348,-2.48,6.83,17.1,3.2,3.51,5.28,7.55,1.27,8.33,-0.47,-6.65,-0.0805
"b","0","1","1",0.716,9.14,-0.448,-7.09,7.02,1.37,13.7,4.65,15.6,7.7,1.29,15.3,-0.394,-6.47,0.716
"b","0","1","1",0.244,9.12,2.26,1.54,7.19,2.78,6.83,5.15,1.75,7.85,1.12,23,-0.489,-8.53,0.244
"b","1","1","0",0.992,9.08,1.13,0.133,7.35,15.6,12.4,7.73,7.72,7.98,0.75,21.7,-0.728,-6.43,0.992
"c","0","1","0",-0.407,9.02,-0.311,-1.44,7.47,1.65,13.1,4.68,15.1,8.09,0.225,10.8,-1.08,-7.35,-0.407
"b","0","0","1",-0.0963,8.97,1,0.534,7.56,14.9,7.84,4.36,12.9,8.14,-0.403,14.7,-1.5,-6.53,-0.0963
"c","0","1","0",0.13,8.92,1.11,-1.09,7.61,9.1,9.78,6.48,2.86,8.13,-1.07,13.3,-1.95,-6.87,0.13
"b","0","1","0",-1.32,8.88,1.48,2.26,7.63,1.34,5.72,9.77,9.02,8.05,-1.69,13.7,-2.4,-6.03,-1.32
"c","0","1","0",0.396,8.86,1.93,1.74,7.6,10.4,13.2,12,0.617,7.9,-2.23,13.8,-2.78,-7.3,0.396
"c","0","1","0",-0.227,8.98,0.0501,0.0882,7.54,-3.59,6.27,4.57,-12.9,7.68,-2.62,22.8,-3.07,-7.49,-0.227
"b","1","0","1",0.67,8.88,2.69,-3.51,7.44,-5.57,3.51,8.56,8.55,7.42,-2.84,22.8,-3.23,-5.7,0.67
"b","0","1","0",0.715,8.91,1.57,-3.22,7.31,8.62,5.99,4.63,13.7,7.14,-2.9,23.8,-3.28,-7.67,0.715
"c","0","1","0",1.17,8.96,2.31,-0.933,7.14,5,11,9.77,2.98,6.89,-2.79,18.4,-3.23,-6.35,1.17
"b","0","1","0",-0.743,9,1.34,-0.163,6.95,0.918,1.98,5.75,15.5,6.67,-2.57,21.9,-3.12,-8.11,-0.743
"b","0","1","1",0.213,9.04,2.55,-5.49,6.75,23,9.55,4.01,-4.55,6.5,-2.27,5.56,-3.01,-6.79,0.213
"b","0","1","0",-1.11,9.07,-0.306,-0.533,6.55,13.1,1.17,9.68,5.89,6.41,-1.96,13.8,-2.94,-6.58,-1.11
"c","1","1","0",-0.983,9.08,0.715,4.53,6.36,2.79,6.54,10.3,16.7,6.38,-1.67,17.1,-2.92,-7.01,-0.983
"c","0","1","0",-0.283,9.08,1.36,1.74,6.21,5.16,8.8,5.88,7.95,6.43,-1.43,13.1,-2.98,-6.31,-0.283
"b","1","1","0",-1.31,9.07,1.03,0.624,6.09,-4.19,1.72,10.3,-1.63,6.54,-1.28,6.2,-3.12,-7.07,-1.31
"c","0","1","1",0.953,9.04,0.682,-1.73,6.03,2.52,2.89,0.915,11.2,6.69,-1.22,8.85,-3.34,-5.93,0.953
"b","1","1","0",0.181,9.01,1.04,2.43,6.03,13.1,2.91,12.5,13.3,6.86,-1.25,21.3,-3.64,-7.58,0.181
"b","0","1","0",-0.91,8.97,0.259,-0.234,6.08,9.82,6,4.17,10.3,7.01,-1.36,10.5,-3.97,-7.53,-0.91
"b","0","1","0",0.792,8.94,2.03,-1.86,6.17,10.1,10.8,6.5,-4.24,7.14,-1.54,9,-4.3,-6.62,0.792
"c","0","1","1",2.24,8.91,1.53,-6.64,6.29,-5.47,8.88,9.91,2.3,7.23,-1.76,7.84,-4.57,-8.58,2.24
"c","1","0","0",0.688,8.89,2.45,-2.09,6.42,7.08,1.23,1.56,14.2,7.29,-2.01,23.4,-4.74,-7.53,0.688
"b","1","1","0",-1.33,8.88,0.388,-2.34,6.53,7.2,2.84,8.25,7.26,7.33,-2.28,8.02,-4.77,-5.78,-1.33
"b","1","1","0",-0.0767,8.89,1.57,-7.6,6.64,9.29,6.62,1.2,-13.8,7.38,-2.55,12.2,-4.65,-8.26,-0.0767
"c","1","0","1",2.82,8.9,-0.0474,1.87,6.71,13,12.6,4.21,9.12,7.45,-2.81,10.8,-4.39,-5.94,2.82
"b","0","0","1",0.488,8.92,2.48,3.08,6.76,1.74,13.8,5.08,-6.25,7.56,-3.03,7.12,-4.03,-6.43,0.488
"b","0","1","0",0.0104,8.93,-0.467,-3.98,6.78,10.1,8.7,7.72,-14.3,7.71,-3.22,19.3,-3.63,-7.28,0.0104
"b","1","1","0",-0.185,8.93,1.75,-5.28,6.78,0.451,7.1,5.61,1.89,7.89,-3.36,5.83,-3.24,-6.27,-0.185
"b","0","1","0",0.451,8.93,1.5,-4.69,6.76,5.76,8.82,0.382,2.23,8.09,-3.45,13.8,-2.91,-5.36,0.451
"b","0","0","0",0.708,8.91,0.0565,-0.52,6.73,-1.96,8.51,5.36,11.3,8.29,-3.51,13.5,-2.67,-8.64,0.708
"c","1","0","0",0.631,8.89,0.568,-3.35,6.7,15.2,12.5,5.24,3.09,8.47,-3.55,14.8,-2.52,-5.84,0.631
"c","0","1","1",1.44,8.87,1.76,-0.391,6.67,8.46,8.52,5.03,10.5,8.6,-3.58,16.4,-2.44,-6.04,1.44
"b","1","1","0",-0.651,8.85,-0.0522,-7.85,6.65,2.44,6.89,10.5,1.29,8.67,-3.6,12,-2.41,-7.3,-0.651
"b","1","0","1",1.2,8.83,1.61,-1.93,6.62,8.62,3.14,6.97,16.9,8.67,-3.6,21.9,-2.4,-6.39,1.2
"b","0","0","1",0.729,8.83,2.51,1.68,6.58,-1.06,8.5,5.93,18.5,8.61,-3.56,20.8,-2.39,-7.76,0.729
"b","0","0","0",-0.718,8.82,-0.509,-0.438,6.53,0.897,4.51,9.13,7.46,8.48,-3.47,12,-2.39,-7.82,-0.718
"b","1","1","0",0.0394,8.83,-0.412,-3.66,6.46,1.84,13.9,12.4,-2.5,8.31,-3.32,17.8,-2.38,-5.81,0.0394
"b","0","0","0",-0.0736,8.83,1.09,-0.937,6.38,12.8,1.37,3.36,6.66,7.46,-3.09,14.8,-2.38,-5.38,-0.0736
"b","1","0","0",-0.509,8.84,0.00749,2.4,6.28,8.58,6.17,12.2,-0.45,7.89,-2.8,14.9,-2.42,-7.5,-0.509
"c","1","0","0",-0.0712,8.84,-0.00968,-3.57,6.18,-1.28,6.4,14.4,2.95,7.67,-2.45,18.4,-2.51,-6.59,-0.0712
"b","1","1","1",-0.168,8.85,1.54,-4.44,6.09,12.7,9.91,8.46,4.85,7.47,-2.07,19,-2.64,-6.14,-0.168
"c","0","0","0",0.282,8.86,2.15,3.65,6,4.62,12.8,4.81,-0.907,7.3,-1.65,9.08,-2.78,-6.54,0.282
"b","1","0","0",-0.523,8.87,1.88,-3.45,5.93,23.8,1.8,5.78,10.3,7.18,-1.24,20.1,-2.92,-6.43,-0.523
"c","0","0","0",0.633,8.89,2.49,-1.68,5.88,5.2,10.4,7.65,24.8,7.11,-0.852,5.38,-3,-7.5,0.633
"c","0","1","0",-1.75,8.91,1.22,3.82,5.86,2.11,1.42,12.1,12.8,7.1,-0.504,14.5,-3.02,-7.29,-1.75
"b","0","0","0",-0.407,8.94,0.63,-4.07,5.88,16.4,8.65,7.12,17.3,7.15,-0.209,10.5,-2.94,-6.53,-0.407
"b","1","1","0",0.219,8.98,1.68,-1.56,5.94,4.53,6.33,12.5,17.7,7.22,0.0219,6.91,-2.78,-5.88,0.219
"b","1","1","0",-0.985,9.03,0.618,4.48,6.04,11,13.7,7.22,9.5,7.32,0.184,10.2,-2.55,-7.64,-0.985
"c","1","0","0",0.0984,9.08,2.72,2.88,6.18,4.93,9.94,12.7,8.46,7.41,0.274,13.3,-2.3,-5.3,0.0984
"b","0","1","0",0.0603,9.13,0.681,-0.805,6.33,6.03,8.99,11,9.53,7.49,0.288,5.53,-2.06,-8.01,0.0603
"b","1","1","0",0.366,9.18,1.1,3.85,6.49,9.15,14,6.38,6.26,7.55,0.219,11.9,-1.85,-6.75,0.366
"b","0","0","0",0.254,9.22,0.136,-1.49,6.64,24.3,1.46,12.1,10.4,7.6,0.0651,20.9,-1.68,-6.7,0.254
"c","0","0","1",3.28,9.24,0.192,-1.96,6.77,26.2,8.2,12.6,9.96,7.64,-0.168,23.6,-2.91,-7.57,3.28
"c","0","1","1",2.27,9.24,-0.215,-4.36,6.86,4.96,7.73,12.8,-0.472,7.67,-0.461,17.2,-1.56,-7.66,2.27
"b","0","0","0",1.48,9.23,2.55,-3.73,6.92,10.6,13.7,1.13,-4.65,7.7,-0.78,20.6,-1.63,-8.06,1.48
"b","1","1","0",-0.78,9.19,0.866,-3.69,6.95,-1.84,1.4,8.59,13.5,7.71,-1.09,10.8,-1.79,-7.46,-0.78
"c","1","1","1",2.39,9.13,1.04,-4.53,6.93,14,4.05,2.15,21.8,7.73,-1.36,9.64,-2.03,-7.52,2.39
"b","0","1","0",0.199,9.06,0.905,-2.5,6.89,12.6,12.1,4.23,-0.514,7.74,-1.54,5.14,-2.34,-7.03,0.199
"b","1","1","1",-0.00179,8.97,-0.0191,-2.86,6.82,8.46,6.37,3.06,-0.223,7.76,-1.63,15.9,-2.7,-7.66,-0.00179
"b","0","1","1",-0.346,8.87,0.206,3.22,6.74,9.33,12,5.14,6.9,7.79,-1.6,6.13,-3.07,-6.92,-0.346
"b","1","0","0",0.0108,8.77,2.66,0.352,6.66,21.6,4.5,11,-2.27,7.83,-1.44,23.4,-3.43,-6.72,0.0108
"b","1","1","0",-0.0547,8.66,2.24,-7.62,6.58,-4.49,4.66,6.09,9.82,7.86,-1.19,13.4,-3.74,-7.69,-0.0547
"c","1","1","0",-0.529,8.57,0.937,1.59,6.52,5.77,6.03,9.89,3.41,7.86,-0.848,7.53,-3.95,-8.61,-0.529
"c","0","0","0",-0.464,8.5,1.72,0.912,6.48,18,5.49,6.44,19.6,7.82,-0.472,8.78,-4.04,-7.69,-0.464
"b","1","1","1",-0.172,8.45,0.232,-6,6.48,11.1,9.17,4.87,5.42,7.75,-0.106,6.23,-3.97,-7.49,-0.172
"c","0","0","1",2.62,8.42,1.06,-1.44,6.52,9.31,2.78,3.6,-4.75,7.63,0.201,5.46,-3.77,-6.49,2.62
"b","1","0","0",0.168,8.43,1.36,-1.8,6.58,0.253,2.97,17.4,-3.58,7.46,0.411,13.2,-3.46,-7.13,0.168
"c","0","1","0",-0.27,8.45,1.35,0.473,6.67,8.51,3.64,8.45,0.218,7.35,0.498,23.7,-3.1,-7.25,-0.27
"b","0","0","0",-0.174,8.49,1.84,1.14,6.77,6.14,1.42,8.55,12,7.22,0.455,5.74,-2.72,-7.14,-0.174
"c","1","0","1",2.74,8.53,2.49,1.35,6.87,12.6,2.84,5.79,11.4,7.12,0.293,13.6,-2.37,-6.47,2.74
"b","0","0","0",1.47,8.58,0.189,-2.81,6.94,6.15,9.15,8.41,-9.89,7.05,0.0377,23.3,-2.08,-5.83,1.47
"b","1","1","0",-1.14,8.63,-0.121,4.67,6.98,6.4,5.82,5.26,17.7,7.02,-0.284,17.2,-1.85,-7.58,-1.14
"b","1","1","0",-0.25,8.67,2.3,-1.48,6.99,5.15,7.54,7.34,2.71,7.01,-0.642,14.7,-1.68,-5.91,-0.25
"c","0","1","0",-0.722,8.7,0.522,1,6.97,10.6,9.87,8.76,12.4,7.01,-1.01,15.3,-1.58,-7.2,-0.722
"c","1","1","1",1.19,8.72,0.981,1.71,6.92,-0.117,2.94,8.3,14,7.01,-1.37,14.6,-1.51,-7.44,1.19
"c","1","1","0",1.28,8.73,1.45,-1.99,6.86,14.2,12.3,7.22,25.4,7.02,-1.7,16.7,-1.45,-8.05,1.28
"c","1","0","0",0.287,8.74,0.647,2.88,6.78,13.9,7.07,10.2,-1.78,7.04,-2,21.2,-1.39,-6,0.287
"b","1","0","0",-0.323,8.75,-0.271,-1.58,6.71,9.92,3.31,10.3,12.2,7.07,-2.27,13.4,-1.31,-8.21,-0.323
"b","0","0","1",0.631,8.76,0.618,-3.23,6.66,-0.57,11.5,8.89,16.9,7.12,-2.52,12.1,-1.21,-5.97,0.631
"b","0","1","0",0.2,8.76,-0.472,-2.15,6.62,6.69,6.67,10.2,14.3,7.21,-2.74,21.8,-1.09,-7.49,0.2
"b","1","1","0",-0.476,8.78,1.81,-5.09,6.59,12.7,2.81,10.9,4.68,7.32,-2.93,23.2,-0.95,-8.27,-0.476
"b","0","0","0",-0.434,8.8,-0.0156,-4.83,6.57,9.08,2.86,9.16,-1.32,7.47,-3.09,18,-0.814,-8.02,-0.434
"b","1","1","0",-0.115,8.83,0.389,2.79,6.53,20.6,4.96,7.01,5.2,7.64,-3.2,8.82,-0.71,-7.32,-0.115
"b","0","1","1",-1.33,8.86,-0.188,1.6,6.2,5.76,6.74,5.24,0.752,7.82,-3.25,16.9,-0.673,-6.56,-1.33
"b","1","0","0",0.13,8.89,-0.225,-0.687,6.39,-16.2,13.1,7.49,1.71,8.01,-3.24,9.74,-0.732,-6.87,0.13
"b","1","0","0",-0.335,8.92,0.719,-3.33,6.29,20.3,3.55,4.45,5.66,8.2,-3.19,18.1,-0.897,-7.46,-0.335
"b","1","0","0",-0.369,8.95,1.21,-3.99,6.17,12.1,9.17,7.26,-5.08,8.37,-3.08,14.9,-1.16,-6.69,-0.369
"b","1","0","0",0.0101,8.98,0.267,-5.51,6.05,13.4,3.44,11.3,18.6,8.51,-2.94,14.3,-1.51,-7.2,0.0101
"b","0","1","1",-0.568,8.99,1.83,-0.361,5.95,11.4,2.53,6.38,11.8,8.6,-2.76,15.3,-1.9,-6.34,-0.568
"b","1","0","1",-1.06,9.01,0.663,0.694,5.9,8.71,5.83,0.106,-8.15,8.65,-2.54,8.57,-2.32,-7.31,-1.06
"b","1","1","0",-0.503,9.04,0.137,1.05,5.9,-2.32,5.98,15.4,-5.02,8.63,-2.29,9.34,-2.72,-6.48,-0.503
"c","1","1","0",-0.262,9.06,-0.527,-1.97,5.96,18.8,9.99,3.7,-2.42,8.56,-2.02,22.7,-3.07,-6.67,-0.262
"b","0","0","0",1.54,9.08,1.15,-3.18,6.07,12.4,11.2,5.85,3.66,8.45,-1.75,22.6,-3.33,-6.48,1.54
"b","1","1","1",-0.533,9.1,2.72,3.82,6.24,2.34,8.91,9.67,11.4,8.31,-1.5,15.7,-3.47,-6.67,-0.533
"b","0","0","0",0.0706,9.11,2.02,1.72,6.43,12.8,12.4,13.4,10.6,8.15,-1.31,19.5,-3.47,-6.96,0.0706
"c","0","0","0",-0.41,9.13,1.36,-7.94,6.64,7.62,5.24,7.42,-15.4,7.98,-1.18,13.8,-2.91,-8.29,-0.41
"c","0","1","0",0.887,9.14,1.86,-5.28,6.84,17.1,4.65,12.3,-2.73,7.81,-1.15,21,-3.12,-7.47,0.887
"b","0","0","0",-0.284,9.14,1.06,-6.32,7.02,8.05,4.05,-1.75,21.8,7.65,-1.23,10.1,-2.83,-6.58,-0.284
"b","0","1","0",0.103,9.14,-0.0531,-0.205,7.16,9.3,10.1,13.1,-2.48,7.51,-1.41,19.3,-2.53,-7.17,0.103
"c","0","0","0",0.585,9.14,0.161,-2.86,7.23,1.01,7.95,6.21,4.11,7.39,-1.66,19.3,-2.26,-6.6,0.585
"b","1","0","0",1.01,9.13,1.83,-0.963,7.22,0.909,11.5,9.99,6.02,7.27,-1.97,22.4,-2.08,-6.64,1.01
"b","0","1","0",0.232,9.11,-0.298,-1.35,7.11,3.01,13,-0.519,2.48,7.15,-2.29,23.2,-2.01,-7.08,0.232
"b","0","1","0",-1.52,9.09,1.49,-5.72,6.91,14.4,1.94,14.4,10.2,7.02,-2.62,10.2,-2.07,-7.16,-1.52
"b","1","1","1",0.3,9.08,2.49,-0.997,6.2,15.6,8.16,5.24,4.18,6.89,-2.92,18.9,-2.26,-6.98,0.3
"c","1","0","0",-0.0906,9.06,0.796,-0.969,6.3,7.02,5.05,3.74,10.4,6.76,-3.19,18.5,-2.52,-6.69,-0.0906
"b","1","1","0",-1.77,9.04,-0.445,-2.07,5.92,13.4,1.87,10.4,9.04,6.63,-3.41,14.2,-2.83,-6.65,-1.77
"c","1","0","0",-0.37,9.03,2.42,-6.56,5.55,14.8,1.53,9.64,-3.04,6.51,-3.56,9.05,-3.14,-7.21,-0.37
"b","0","1","0",-0.76,9.01,-0.481,-3.63,5.2,17.5,11.2,11.5,3.96,6.42,-3.65,14.8,-3.41,-7.6,-0.76
"b","0","0","1",-0.256,9,1.65,-5.24,4.88,6.12,7.91,12.6,5.43,6.37,-3.67,16.2,-3.62,-7.64,-0.256
"c","1","0","0",-0.395,8.99,2.74,0.403,4.63,1.64,5.08,4.11,2.76,6.37,-3.62,10.3,-3.76,-6.12,-0.395
"b","0","0","1",0.396,8.98,2.61,-2.43,4.44,12.1,13.3,5.01,21.9,6.42,-3.51,6.68,-3.83,-7.4,0.396
"b","0","0","0",-0.812,8.97,0.91,-2.45,4.33,17.9,1.91,12.3,5.54,6.52,-3.34,8,-3.83,-7.94,-0.812
"b","0","1","0",-1.01,8.97,2.01,1.69,4.28,-0.847,11.2,9.08,24.9,6.65,-3.12,5.51,-3.76,-6.41,-1.01
"b","1","1","0",-0.947,8.96,2.46,1.78,4.28,5.09,1.72,15.6,6.9,6.81,-2.88,6.18,-3.64,-6.26,-0.947
"b","1","1","0",-1.12,8.96,0.143,-5.43,4.33,9.85,7.66,7.74,14.4,6.98,-2.66,14.2,-3.48,-7.45,-1.12
"b","0","1","1",-1.15,8.95,1.04,-0.304,4.42,15.2,10.7,11.3,9.96,7.16,-2.47,9.36,-3.32,-5.57,-1.15
"b","1","1","0",-0.785,8.95,-0.489,0.237,4.53,23.9,3.66,11.3,12,7.34,-2.37,16.6,-3.2,-6.6,-0.785
"b","1","1","0",-1.36,8.95,1.73,-0.294,4.66,8.94,5.12,13.4,13.7,7.51,-2.37,6.87,-3.14,-7.43,-1.36
"b","0","0","0",0.322,8.96,2.7,-2.15,4.79,16.1,1.61,10.7,-12.1,7.64,-2.48,21.5,-3.17,-8.87,0.322
"b","1","0","0",-0.266,8.96,0.778,1.93,4.91,6.21,7.21,6.73,15.5,7.73,-2.68,7.48,-3.27,-6.82,-0.266
"b","1","0","1",0.031,8.98,1.12,-2.02,5.01,6.5,12.9,-1.48,-3.57,7.78,-2.96,12.7,-3.44,-6.51,0.031
"b","0","1","0",-0.469,9,2.03,1.05,5.09,-2.89,9.43,2.3,8.61,7.77,-3.28,6.95,-3.65,-7.64,-0.469
"b","0","1","1",-0.942,9.03,2.53,-5.09,5.15,7.93,2.48,8.78,11.8,7.72,-3.61,9.46,-3.89,-7.21,-0.942
"c","1","1","0",-0.842,9.06,1.59,-3.41,5.18,9.89,3.55,8.68,-12.2,7.64,-3.91,18.4,-4.15,-6.53,-0.842
